id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,network_size,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,primary_care_physician_out_of_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,pcp_cleaned_dollar_values_out_of_network,pcp_cleaned_percentages_out_of_network,pcp_initial_visits_out_of_network,pcp_after_deductible_out_of_network
70285CA8160074,BlueShield of California,Silver Full PPO Savings 2300/30% OffEx INF,silver,PPO,"In-Network: $2,300 / Out-of-Network: $4,600","In-Network: $4,600 / Out-of-Network: $9,200","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 30% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 30% after deductible / Out-of-Network: 50% after deductible,63374,2300,4600,4600,9200,7900,15800,15800,31600,30,50,0,0,30% after deductible,50% after deductible,[],[30.0],0,True,[],[50.0],0,True
70285CA8160433,BlueShield of California,Silver Full PPO Savings 2600/35% HDHP PrevRx OffEx,silver,PPO,"In-Network: $2,600 / Out-of-Network: $5,200","In-Network: $5,200 / Out-of-Network: $10,400","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 35% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,63374,2600,5200,5200,10400,7900,15800,15800,31600,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
70285CA8160434,BlueShield of California,Silver Full PPO Savings 2600/35% HDHP PrevRx OffEx INF,silver,PPO,"In-Network: $2,600 / Out-of-Network: $5,200","In-Network: $5,200 / Out-of-Network: $10,400","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 35% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,63374,2600,5200,5200,10400,7900,15800,15800,31600,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
67138CA0730164,Health Net,Silver HDHP PPO 1600/50%,silver,PPO,"In-Network: $1,600 / Out-of-Network: $3,200","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000",In-Network: 50% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 50% after deductible / Out-of-Network: 50% after deductible,67879,1600,3200,3200,6400,7500,15000,15000,30000,50,50,0,0,50% after deductible,50% after deductible,[],[50.0],0,True,[],[50.0],0,True
67138CA0730164-33,Health Net,Silver HDHP PPO 1600/50% + Chiropractic,silver,PPO,"In-Network: $1,600 / Out-of-Network: $3,200","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000",In-Network: 50% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 50% after deductible / Out-of-Network: 50% after deductible,67879,1600,3200,3200,6400,7500,15000,15000,30000,50,50,0,0,50% after deductible,50% after deductible,[],[50.0],0,True,[],[50.0],0,True
67138CA0730430,Health Net,Silver HDHP PPO 1600/50% INF,silver,PPO,"In-Network: $1,600 / Out-of-Network: $3,200","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000",In-Network: 50% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 50% after deductible / Out-of-Network: 50% after deductible,67879,1600,3200,3200,6400,7500,15000,15000,30000,50,50,0,0,50% after deductible,50% after deductible,[],[50.0],0,True,[],[50.0],0,True
67138CA0730430-33,Health Net,Silver HDHP PPO 1600/50% INF + Chiropractic,silver,PPO,"In-Network: $1,600 / Out-of-Network: $3,200","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000",In-Network: 50% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 50% after deductible / Out-of-Network: 50% after deductible,67879,1600,3200,3200,6400,7500,15000,15000,30000,50,50,0,0,50% after deductible,50% after deductible,[],[50.0],0,True,[],[50.0],0,True
67138CA0730183,Health Net,Silver PPO 1700/50,silver,PPO,"In-Network: $1,700 / Out-of-Network: $3,400","In-Network: $3,400 / Out-of-Network: $6,800","In-Network: $9,200 / Out-of-Network: $18,400","In-Network: $18,400 / Out-of-Network: $36,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,67879,1700,3400,3400,6800,9200,18400,18400,36800,40,50,0,0,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
67138CA0730183-33,Health Net,Silver PPO 1700/50 + Chiropractic,silver,PPO,"In-Network: $1,700 / Out-of-Network: $3,400","In-Network: $3,400 / Out-of-Network: $6,800","In-Network: $9,200 / Out-of-Network: $18,400","In-Network: $18,400 / Out-of-Network: $36,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,67879,1700,3400,3400,6800,9200,18400,18400,36800,40,50,0,0,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
67138CA0730449,Health Net,Silver PPO 1700/50 INF,silver,PPO,"In-Network: $1,700 / Out-of-Network: $3,400","In-Network: $3,400 / Out-of-Network: $6,800","In-Network: $9,200 / Out-of-Network: $18,400","In-Network: $18,400 / Out-of-Network: $36,800",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,67879,1700,3400,3400,6800,9200,18400,18400,36800,40,50,0,0,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
67138CA0730449-33,Health Net,Silver PPO 1700/50 INF + Chiropractic,silver,PPO,"In-Network: $1,700 / Out-of-Network: $3,400","In-Network: $3,400 / Out-of-Network: $6,800","In-Network: $9,200 / Out-of-Network: $18,400","In-Network: $18,400 / Out-of-Network: $36,800",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $50 / Out-of-Network: 50% after deductible,67879,1700,3400,3400,6800,9200,18400,18400,36800,40,50,0,0,$50,50% after deductible,[50.0],[],0,False,[],[50.0],0,True
67138CA0730202,Health Net,Silver PPO 2250/60,silver,PPO,"In-Network: $2,250 / Out-of-Network: $4,500","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,67879,2250,4500,4500,9000,9100,18200,18200,36400,40,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
67138CA0730202-33,Health Net,Silver PPO 2250/60 + Chiropractic,silver,PPO,"In-Network: $2,250 / Out-of-Network: $4,500","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,67879,2250,4500,4500,9000,9100,18200,18200,36400,40,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
67138CA0730468,Health Net,Silver PPO 2250/60 INF,silver,PPO,"In-Network: $2,250 / Out-of-Network: $4,500","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,67879,2250,4500,4500,9000,9100,18200,18200,36400,40,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
67138CA0730468-33,Health Net,Silver PPO 2250/60 INF + Chiropractic,silver,PPO,"In-Network: $2,250 / Out-of-Network: $4,500","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,67879,2250,4500,4500,9000,9100,18200,18200,36400,40,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
67138CA0730221,Health Net,Silver PPO 2500/55,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,67879,2500,5000,5000,10000,8600,17200,17200,34400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
67138CA0730221-33,Health Net,Silver PPO 2500/55 + Chiropractic,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,67879,2500,5000,5000,10000,8600,17200,17200,34400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
67138CA0730487,Health Net,Silver PPO 2500/55 INF,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,67879,2500,5000,5000,10000,8600,17200,17200,34400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
67138CA0730487-33,Health Net,Silver PPO 2500/55 INF + Chiropractic,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,600 / Out-of-Network: $17,200","In-Network: $17,200 / Out-of-Network: $34,400",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,67879,2500,5000,5000,10000,8600,17200,17200,34400,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
70285CA8160164,BlueShield of California,Silver Tandem PPO 2000/60 OffEx,silver,PPO,"In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,52951,2000,4000,4000,8000,8750,17500,17500,35000,35,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
70285CA8160278,BlueShield of California,Silver Tandem PPO 2000/60 OffEx INF,silver,PPO,"In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,52951,2000,4000,4000,8000,8750,17500,17500,35000,35,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
70285CA8160714,BlueShield of California,Silver Tandem PPO 2350/65 OffEx,silver,PPO,"In-Network: $2,350 / Out-of-Network: $4,700","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: 50% after deductible,52951,2350,4700,4700,9400,8750,17500,17500,35000,40,50,350,700,$65,50% after deductible,[65.0],[],0,False,[],[50.0],0,True
70285CA8160733,BlueShield of California,Silver Tandem PPO 2350/65 OffEx INF,silver,PPO,"In-Network: $2,350 / Out-of-Network: $4,700","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: 50% after deductible,52951,2350,4700,4700,9400,8750,17500,17500,35000,40,50,350,700,$65,50% after deductible,[65.0],[],0,False,[],[50.0],0,True
70285CA8160145,BlueShield of California,Silver Tandem PPO 2550/70 OffEx,silver,PPO,"In-Network: $2,550 / Out-of-Network: $5,100","In-Network: $5,100 / Out-of-Network: $10,200","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: 50% after deductible,52951,2550,5100,5100,10200,8750,17500,17500,35000,40,50,300,600,$70,50% after deductible,[70.0],[],0,False,[],[50.0],0,True
70285CA8160259,BlueShield of California,Silver Tandem PPO 2550/70 OffEx INF,silver,PPO,"In-Network: $2,550 / Out-of-Network: $5,100","In-Network: $5,100 / Out-of-Network: $10,200","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: 50% after deductible,52951,2550,5100,5100,10200,8750,17500,17500,35000,40,50,300,600,$70,50% after deductible,[70.0],[],0,False,[],[50.0],0,True
70285CA8160387,BlueShield of California,Silver Tandem PPO Savings 2300/30% OffEx,silver,PPO,"In-Network: $2,300 / Out-of-Network: $4,600","In-Network: $4,600 / Out-of-Network: $9,200","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 30% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 30% after deductible / Out-of-Network: 50% after deductible,52951,2300,4600,4600,9200,7900,15800,15800,31600,30,50,0,0,30% after deductible,50% after deductible,[],[30.0],0,True,[],[50.0],0,True
70285CA8160425,BlueShield of California,Silver Tandem PPO Savings 2300/30% OffEx INF,silver,PPO,"In-Network: $2,300 / Out-of-Network: $4,600","In-Network: $4,600 / Out-of-Network: $9,200","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 30% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 30% after deductible / Out-of-Network: 50% after deductible,52951,2300,4600,4600,9200,7900,15800,15800,31600,30,50,0,0,30% after deductible,50% after deductible,[],[30.0],0,True,[],[50.0],0,True
70285CA8160522,BlueShield of California,Silver Tandem PPO Savings 2600/35% HDHP PrevRx OffEx,silver,PPO,"In-Network: $2,600 / Out-of-Network: $5,200","In-Network: $5,200 / Out-of-Network: $10,400","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 35% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,52951,2600,5200,5200,10400,7900,15800,15800,31600,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
70285CA8160655,BlueShield of California,Silver Tandem PPO Savings 2600/35% HDHP PrevRx OffEx INF,silver,PPO,"In-Network: $2,600 / Out-of-Network: $5,200","In-Network: $5,200 / Out-of-Network: $10,400","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 35% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 35% after deductible / Out-of-Network: 50% after deductible,52951,2600,5200,5200,10400,7900,15800,15800,31600,35,50,0,0,35% after deductible,50% after deductible,[],[35.0],0,True,[],[50.0],0,True
70285CA8160975,BlueShield of California,Virtual Blue Bronze Tandem PPO 7500/75 OffEx,expanded_bronze,PPO,"In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 50% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: first 3 visit(s) $0 then $75 after deductible / Out-of-Network: 50% after deductible,52951,7500,15000,15000,30000,8750,17500,17500,35000,50,50,0,0,first 3 visit(s) $0 then $75 after deductible,50% after deductible,"[0.0, 75.0]",[],3,True,[],[50.0],0,True
70285CA8161070,BlueShield of California,Virtual Blue Bronze Tandem PPO 7500/75 OffEx INF,expanded_bronze,PPO,"In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 50% / Out-of-Network: 50%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: first 3 visit(s) $0 then $75 after deductible / Out-of-Network: 50% after deductible,52951,7500,15000,15000,30000,8750,17500,17500,35000,50,50,0,0,first 3 visit(s) $0 then $75 after deductible,50% after deductible,"[0.0, 75.0]",[],3,True,[],[50.0],0,True
70285CA8160918,BlueShield of California,Virtual Blue Gold Tandem PPO 1500/45 OffEx,gold,PPO,"In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $3,000 / Out-of-Network: $6,000","In-Network: $8,000 / Out-of-Network: $16,000","In-Network: $16,000 / Out-of-Network: $32,000",In-Network: 20% / Out-of-Network: 40%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 40% after deductible,52951,1500,3000,3000,6000,8000,16000,16000,32000,20,40,300,600,$45,40% after deductible,[45.0],[],0,False,[],[40.0],0,True
